ID,ACTIVITY_ID,QUESTION,IMAGE,TYPE,Category,LINK,,,,,,,,,,,,,,,,,,,
63,2,"What does the ""No Entry for Trucks"" sign imply?",advanced6_noentryfortrucks.png,text,NORMAL,https://drive.google.com/open?id=1u3sCGZ8uSIPSGnp7mcKrwrGwNuzwlQta&usp=drive_copy,,,,,,,,,,,,,,,,,,,
64,2,"What does this ""Y-Junction Ahead""",advanced13_yjunction.webp,text,NORMAL,https://drive.google.com/open?id=1ks_YDNI0l6RVaYWErNKOX0GTosTRGIYA&usp=drive_copy,,,,,,,,,,,,,,,,,,,
65,2,"What does the ""Half Y-Junction Behind (Right)"" sign mean?",advanced16_halfyjunctionbehindright.webp,text,NORMAL,https://drive.google.com/open?id=1MwlfOHROE1gK1hFPlIk-wVkO4sQky0Ot&usp=drive_copy,,,,,,,,,,,,,,,,,,,
66,2,"What does the ""Approach to Intersection Merging Traffic (Right)"" sign mean?",advanced22_apporachtointersectionmergingtrafficright.webp,text,NORMAL,https://drive.google.com/open?id=10THrBhpFo9NUoHnmNl9pV9Bvb4rQBS8y&usp=drive_copy,,,,,,,,,,,,,,,,,,,
67,2,"What does the ""Road Narrows"" sign mean?",advanced25_roadnarrows.png,text,NORMAL,https://drive.google.com/open?id=1yj7El-qow9jdyl4wbrYph4oN-0hj4XlF&usp=drive_copy,,,,,,,,,,,,,,,,,,,
68,2,"What does the ""Diagrammatic Direction Sign"" indicate?",advanced38_diagrammaticdirectionsign.png,text,NORMAL,https://drive.google.com/open?id=1ESa7svutNgz-ZgF2qJ0ffSQSpo6RCVq0&usp=drive_copy,,,,,,,,,,,,,,,,,,,
69,2,"What does the ""Diagrammatic Direction Sign (For Roundabout/Rotunda Junction)"" signify?",advanced39_diagrammaticdirectionsignforroundabout.svg,text,NORMAL,https://drive.google.com/open?id=1Tby4RGHsSkAVnRhnEEAbYNRHUzrAvRL_&usp=drive_copy,,,,,,,,,,,,,,,,,,,
70,2,"What does the ""Service Sign (With Name of Service, Symbols, and Distance)"" signify?",advanced40_servicesignwithnameofservice.png,text,NORMAL,https://drive.google.com/open?id=1HHTmA3y9WQb8mpU1JM_YgsSyR4zXRz1-&usp=drive_copy,,,,,,,,,,,,,,,,,,,
71,3,"What does ""Do Not Block Intersection"" indicate?",expert3_DoNotBlockIntersection.png,text,NORMAL,https://drive.google.com/open?id=1mqLbnOcOLatIzrwQS2h-bz8SAqgHLStE&usp=drive_copy,,,,,,,,,,,,,,,,,,,
72,3,"What does the ""No Entry for Vehicles with Gross Vehicle Mass of More Than 5 Tons"" sign indicate?",expert8_NoEntryforVehicleswithGrossVehicleMassofMoreThan5Tons.webp,text,NORMAL,https://drive.google.com/open?id=13YHuzAt45u45KEAoeLNWQX66Hraiv65y&usp=drive_copy,,,,,,,,,,,,,,,,,,,
73,3,"What does ""Service Sign (Advance Sign with Name of Service)"" mean?",expert16_ServiceSign(AdvanceSignwithNameofService).png,text,NORMAL,https://drive.google.com/open?id=103w5LgcoTOHj9YZbQmo-Zy8us3A038TZ&usp=drive_copy,,,,,,,,,,,,,,,,,,,
74,3,"Which of the following does the ""Prohibited on Expressway"" sign mean?",expert17_ProhibitedonExpressway.png,text,NORMAL,https://drive.google.com/open?id=1LNyyXq9jBJCO9qacEfed0KlYypCq997p&usp=drive_copy,,,,,,,,,,,,,,,,,,,
75,3,"What does the ""Exit Advance Sign (With Distance)"" mean?",expert18_ExitAdvanceSign(With Distance).png,text,NORMAL,https://drive.google.com/open?id=1pfNAHSpWu4aN_TVbdnOu-8lsLpGEqVdB&usp=drive_copy,,,,,,,,,,,,,,,,,,,
76,3,"What is the meaning of the ""Exit Direction Sign (For Numbered Exits)""?",expert24_ExitDirectionSignForNumberedExits.webp,text,NORMAL,https://drive.google.com/open?id=1mu1Vkka7Xf08EbZF_msupdk2I_oEpQsF&usp=drive_copy,,,,,,,,,,,,,,,,,,,
77,3,"What does the ""Slow Vehicles Use Right Lane"" sign mean?",expert28_SlowVehiclesUseRightLane.png,text,NORMAL,https://drive.google.com/open?id=1JSuUUW_yrnU6bvJu7YolQQVsE0lwVWeg&usp=drive_copy,,,,,,,,,,,,,,,,,,,
78,1,You are driving in the direction to an intersection when you see a STOP sign and there are no other vehicles nor pedestrians about. What do you do?,beginner1_stopsign.png,text,SITUATIONAL,https://drive.google.com/file/d/12JeTSvG-7WCEf7phzqQvIxUdUycaztpO/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
79,1,You approach an intersection with a GIVE WAY sign and find that another vehicle is approaching from the left. What do you do?,beginner2_giveway.png,text,SITUATIONAL,https://drive.google.com/file/d/1RkrvVP6UGmW4ePa0GCfMTD_oO-7-8cC4/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
80,1,You are going to turn left at an intersection. You observe a LEFT TURNER MUST GIVE WAY sign. An opposing vehicle is moving toward you. What do you do?,beginner3_leftturner.png,text,SITUATIONAL,https://drive.google.com/file/d/1P4Yln_Fu2SGdYqHCHHaoJ1PG80Hky1wT/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
81,1,You turn into a ONE-WAY street by mistake and see vehicles coming towards you. What do you do?,beginner5_oneway.png,text,SITUATIONAL,https://drive.google.com/file/d/1196asWzFxBxH-uF5z41Bz3G3v8XmLZtG/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
82,1,You are driving on a two-lane road and notice a KEEP RIGHT sign. What do you do?,beginner6_keepright.png,text,SITUATIONAL,https://drive.google.com/file/d/1C4kCqOWZyglSaC1sZZQ4WJc-FSu1lLbY/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
83,1,You are driving in a country that adheres to the KEEP LEFT principle. What do you do?,beginner7_keepleft.png,text,SITUATIONAL,https://drive.google.com/file/d/17arbz1gOVK163_w2rEOvaEeSd7seEv_I/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
84,1,You are driving on a highway and see a MERGING TRAFFIC sign indicating that another lane is merging onto your lane. What should you do?,beginner10_mergingtraffic.png,text,SITUATIONAL,https://drive.google.com/file/d/1Ft1fYzWJMW5niarYrFv8tg-FsHO0TI1D/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
85,1,You are approaching a road with a NO ENTRY FOR ALL VEHICLES sign. What do you do?,beginner12_noentry.png,text,SITUATIONAL,https://drive.google.com/file/d/1sQxn5t6j-hbdhpIJnbW0FGhE7K0A78fc/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
86,1,"You are driving a tricycle, and you come across a NO ENTRY FOR TRICYCLES sign as you approach a road. What will you do?",beginner17_noentryfortricycles.png,text,SITUATIONAL,https://drive.google.com/file/d/1oFd4_ezWGRQcnKyKcmGPvZq06K1uDLUu/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
87,1,"You are approaching a busy road with no pedestrian crossing, and you see a USE OVERPASS sign. What do you do?",beginner19_useoverpass.png,text,SITUATIONAL,https://drive.google.com/file/d/1IBH6m3YAZJ6PwONaLr6HOZZIhhSMpR6T/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
88,1,"You are approaching an intersection where you have a NO RIGHT TURN sign up, but you need to turn right. What should you do?",beginner21_noright.png,text,SITUATIONAL,https://drive.google.com/file/d/1IN6p9cYjbfLXYlHsCrqQ7A1UN00SUI5B/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
89,1,"You are driving and see a NO LEFT TURN sign, but your destination is on the left. What should you do?",beginner22_noleft.png,text,SITUATIONAL,https://drive.google.com/file/d/13AaIn_5IhVf8koeFdD9pA512oITed80H/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
90,1,You miss your exit and need to turn around. You see a NO U-TURN sign. What do you do?,beginner23_nouturn.png,text,SITUATIONAL,https://drive.google.com/file/d/1-yGPAF_XtMpORZ5PwrGIGJIWN0Y2xBEc/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
91,1,"You are driving behind a slow-moving truck in a NO OVERTAKING ZONE, but there is no oncoming traffic. What should you do?",beginner24_noovertaking.png,text,SITUATIONAL,https://drive.google.com/file/d/1JGy47YgVDNxqD2qIgxYfsgM97XewR1xN/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
92,1,You are driving on a highway and see a MAXIMUM SPEED RESTRICTION sign showing 80 km/h. What should you do?,beginner25_maximumspeed.png,text,SITUATIONAL,https://drive.google.com/file/d/1T7Qohj4T7DQtbH_SzLBRXKcc9GaDYL19/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
93,1,You are driving a taxi and notice a LOADING AND UNLOADING ZONE sign. What does it mean?,beginner28_loadingandunloading.png,text,SITUATIONAL,https://drive.google.com/file/d/1lTO6eU_lOGXVmVkfXhnJbS4TNGtO7pF0/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
94,1,You are driving a delivery van and see a NO LOADING AND UNLOADING ANYTIME sign. What would you do?,beginner30_noloading.png,text,SITUATIONAL,https://drive.google.com/file/d/1POAOiU15G2xz-gY4fgOAitCo7vwFSSZi/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
95,1,You are driving a jeepney and you see the BAWAL MAGSAKAY AT MAGBABA sign. What would you do?,beginner31_bawalmagsakay.png,text,SITUATIONAL,https://drive.google.com/file/d/1GifULupyBTpE1GVOgbO9lSXGu8Q4B-K6/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
96,1,"You would like to park your car; you see, however, the sign NO PARKING. You do what?",beginner32_noparking.png,text,SITUATIONAL,https://drive.google.com/file/d/1qLYwus8bFZEh-hFsSy4vc0tZu4UJcoBB/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
97,1,You are looking for a place to park and then you see a NO PARKING: BAWAL PUMARADA sign. What should you do?,beginner33_noparkingbawalpumarada.png,text,SITUATIONAL,https://drive.google.com/file/d/1aX3snGvB7PSoeAlWBZAvKlMvI6b5IZmT/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
98,1,You are trying to find a parking space and see a sign that says NO PARKING: TOW-AWAY ZONE. What does that mean?,beginner34_noparkingtowawayzone.png,text,SITUATIONAL,https://drive.google.com/file/d/1PsmnQlv6GBgCG1Hq4wxMboSNONs1bxDQ/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
99,1,You see a sign that reads NO PARKING ANYTIME FROM MONDAY-FRIDAY. It is Saturday. What should you do?,beginner35_noparkinganytime.png,text,SITUATIONAL,https://drive.google.com/file/d/1xzDfd8_G6mpr6tsvhPWknHw9kgg4Ul-N/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
100,1,You are driving on a highway and see a USE SEAT BELT SIGN. What should you do?,beginner37_useseatbelt.jpg,text,SITUATIONAL,https://drive.google.com/file/d/1DNfo2HMdj1F0mRpyhxNEQNal7vLmh2yp/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
101,1,You are driving at a distance not very far away from a hospital and find one NO BLOWING OF HORNS sign. What would you do?,beginner38_noblowing.png,text,SITUATIONAL,https://drive.google.com/file/d/1aHaokv5A00dbWc3_ZLVLPSgqZpMtqVYD/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
102,1,You are driving in a residential area and see a BE AWARE OF PEDESTRIAN CROSSING sign. What should you do?,beginner39_beawareofpedestrian.webp,text,SITUATIONAL,https://drive.google.com/file/d/1VZ24i1zgUIeNeTcLH8Kael909_oHtN9k/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
103,1,You are driving near a school zone and see a BE AWARE OF SCHOOL CHILDREN CROSSING sign. What should you do?,beginner40_beawareofschool.png,text,SITUATIONAL,https://drive.google.com/file/d/1TO0ubRDPMbPrQ9Ve8JU4HQZ9Y80HcIqP/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
104,1,"You are driving down the road, and you approach a sign BIKE LANE AHEAD What should you do?",beginner41_bikelaneahead.png,text,SITUATIONAL,https://drive.google.com/file/d/1b_HSuOg_y0jfBBUAff128QQTEl1nHDpq/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
105,1,"You are driving through a quiet neighborhood and see a BE AWARE OF PERSONS WITH DISABILITIES CROSSING sign ahead. As you approach, you notice a person using a wheelchair trying to cross the street. What should you do?",beginner42_beawareofpersonswith.png,text,SITUATIONAL,https://drive.google.com/file/d/190M9TEPiHOCwUmKz0hm0JgDRzD3O980m/view?usp=drive_link,,,,,,,,,,,,,,,,,,,
